measure,location,sex,age,cause,metric,year,val,upper,lower
2,1,3,22,495,1,2020,69028908.54200733,74191155.96952078,63200800.39881489
2,1,3,22,495,2,2020,0.02508540587441506,0.027323570941531865,0.022571409651910707
2,1,3,22,495,3,2020,882.45588292417,948.4493298399229,807.9501660309539
2,1,3,22,495,1,2021,70357911.87818086,76007063.00587128,64329575.55414495
2,1,3,22,495,2,2021,0.024438492981145202,0.026811312345151703,0.02194612752237847
2,1,3,22,495,3,2021,891.5823331796822,963.1689281831186,815.1906663223459
5,1,3,22,495,1,1990,34668041.37421481,37171587.51252593,32153636.819648474
5,1,3,22,495,2,1990,0.0066716120723734,0.0071504314186045,0.0061770170972212
5,1,3,22,495,3,1990,649.99042128764,696.92935826387,602.84790008003
5,1,3,22,495,1,1991,35434033.8217153,37938861.17680046,32890239.25555088
5,1,3,22,495,2,1991,0.0067172668211341,0.0071892519598973,0.006231381092138
5,1,3,22,495,3,1991,654.18522491077,700.42949545851,607.22153941095
5,1,3,22,495,1,1992,36208334.08387996,38725302.174454615,33669768.00605342
5,1,3,22,495,2,1992,0.0067658687360464,0.0072333452821445,0.0062891517588668
5,1,3,22,495,3,1992,658.66775181185,704.4540536549699,612.48855982156
5,1,3,22,495,1,1993,36969514.77684648,39493245.633766696,34445460.021657944
5,1,3,22,495,2,1993,0.0068135420556732,0.0072713177629018,0.0063432420894046
5,1,3,22,495,3,1993,663.07462051636,708.33953379258,617.80389789364
5,1,3,22,495,1,1994,37722880.026642986,40206946.45504827,35193694.714071885
5,1,3,22,495,2,1994,0.0068622165897224,0.0073117848848319,0.0063961030012467
5,1,3,22,495,3,1994,667.6073437211401,711.56954885296,622.8466391537399
